EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
020613363,CCES ENDOWMENT CORPORATION,,245 CAVALIER DR,GREENVILLE,SC,29607-4265,0000,03,3,1000,200312,1,17,000000000,1,01,202506,7,6,01,0,06,8827647,2426429,741534,G12,
020613659,ESTHERVILLE LINCOLN CENTRAL PATRONS,,1520 CENTRAL AVE,ESTHERVILLE,IA,51334-2450,0000,03,3,2000,201907,1,15,000000000,1,01,202506,0,0,02,0,06,0,0,0,B12,
020613664,HERITAGE ARTS BALLET COMPANY,,5615 70TH AVE NE,PENN,ND,58362-9586,0000,03,3,1200,202607,1,15,000000000,1,01,,0,0,02,0,08,,,,A62,
020614185,UPMC,% CORPORATE TAX DEPT,600 GRANT ST FL 56,PITTSBURGH,PA,15219-2730,9707,03,9,1000,198301,0,16,000000000,1,01,201906,0,0,01,0,06,,,,,THE HERITAGE SHADYSIDE
020614786,WICOMICO FRIENDS OF RECREATION AND PARKS INC,% ANDREW WISK,325 N DIVISION ST,SALISBURY,MD,21801-4260,0000,03,3,1000,200502,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,N32,
020615497,KIWANIS CLUB OF WAYNESVILLE CHARITABLE CORP,% SAM CRAIN,290 AZALEA DR,MAGGIE VALLEY,NC,28751-7692,0000,03,3,1000,200210,1,15,000000000,1,01,202509,0,0,02,0,09,0,0,0,T30,
020615542,ONE-BY-ONE INC,% BILLIE ATTAWAY,PO BOX 302,MT PLEASANT,SC,29465-0302,0000,03,3,1000,200210,1,15,000000000,1,01,202506,1,1,02,0,06,395,300,300,P013,
020615760,CHRIST CHURCH PRESCHOOL,% WENDY DALY,120 E EDENTON ST,RALEIGH,NC,27601-1014,0000,03,3,2000,202407,1,16,000000000,1,01,202506,4,4,01,0,06,302582,464210,464210,B21,
020615926,ANCHOR OF HOPE FELLOWSHIP CENTER,% PASTOR SEERAM GARNEY,236 BIG ARCH RD,GODFREY,IL,62035-2003,0000,03,3,7000,200303,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
020616072,TRUE VINE MISSIONARY FULL GOSPEL BAPTIST CHURCH,% JAMES L HARRISON,701 MORTON AVE,CHESTER,PA,19013-6202,0000,03,3,7000,200309,1,10,000000000,1,01,202212,4,3,06,0,12,308440,32975,32975,X21,
020617032,PATTYFEST,% XANDER SARACUSA,712 LOUISE AVE,MORGANTOWN,WV,26505-5714,0000,03,3,1200,200404,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,A20,
020617168,BIG FAMILY OF MICHIGAN INC,% JEANNE FOWLER,34197 RIVIERA,FRASER,MI,48026-4813,0000,03,3,1000,200209,1,15,000000000,1,01,202504,4,4,01,0,04,283077,151214,127352,B90,
020617572,TOGETHER WE CAN FOOD PANTRY,% SARAH RIDPATH,PO BOX 524,MIO,MI,48647-0524,0000,03,3,1000,200308,1,15,000000000,1,01,202605,0,0,02,0,05,0,0,0,P60,
020617927,GOVERNMENT COLLEGE UMUAHIA OLD BOYS ASSOCIATION USA INC,% CHUKWUMA MMEJE,28 HUNTERS GATE CT,SILVER SPRING,MD,20904-1827,0000,03,3,1200,201501,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,B84,
020618135,FAMILIES IN GLOBAL TRANSITION,% BRIAN GORG,1033 S CEDAR CREST BLVD,ALLENTOWN,PA,18103-5443,0000,03,3,1000,200209,1,15,000000000,1,01,202510,3,2,02,0,10,82209,22021,22021,B90,
020618422,TOURNAMENTS FOR CHARITY,% JOHN JANKOVIC,5750 MEMORIAL DR,DUBLIN,OH,43017-9742,0000,03,3,1000,200308,1,15,000000000,1,01,202412,7,8,01,0,12,6631104,31960062,31941562,T12,
020618576,MASON 3-6 PTO,% LAURIE GOLDFARB,6307 S MASON MONTGOMERY RD,MASON,OH,45040-3716,0000,03,3,1000,201001,1,16,000000000,1,01,202506,3,4,01,0,06,55669,125760,125760,B94,MIS PTO
020619143,ALLIANCE OF DIVINE LOVE INC,% REV MICHELLE WILLIARD,25 PARKGATE CT,SIMPSONVILLE,SC,29680-7087,3054,03,9,7000,197702,1,10,001000000,5,01,,0,0,06,0,12,,,,,1262 HEARTS ACCROSS THE HEMISPHERE
020619164,QUAKERTOWN COMMUNITY EDUCATION FOUNDATION INC,% BRIAN KING,100 COMMERCE DR,QUAKERTOWN,PA,18951-2237,0000,03,3,1200,200306,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,B12,
020619430,FRIENDS OF GREENWOOD PUBLIC LIBRARY INC,% REGAN LOEFFLER,310 S MERIDIAN ST,GREENWOOD,IN,46143-1603,0000,03,3,1200,200210,1,15,000000000,1,01,202512,4,4,01,0,12,179293,115288,105804,B11,
020620456,THE GAULT CENTER,,1800 M STREET NW FT1 BOX 33604,WASHINGTON,DC,20033-0000,0000,03,3,2100,200209,1,15,000000000,1,01,202412,6,6,01,0,12,1392661,2264408,2264408,B60,
020621177,BLESSED ASSURANCE FAITH TABERNACLE,% REV MAZE COBURN,1432 34 W 79TH ST,CHICAGO,IL,60620-0000,0000,03,3,2700,200304,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
020621358,AMERICAN LEGION AUXILARY LOWE WARNER UNIT NO 159,% FRANCES N PARKERSON,PO BOX 90,TROY,NC,27371-0090,0000,19,3,1000,201303,1,00,319907000,5,01,202506,0,0,02,0,06,0,0,0,,
020621455,PENNSYLVANIA STATE CORRECTIONS OFFICERS ASSOCIATION,% ANDREW MCINTYRE,127 FAIRVIEW HILL RD,SMITHFIELD,PA,15478-1115,5276,05,9,3000,200510,2,00,000000000,5,01,202506,0,0,02,0,06,0,0,0,J40,FAYETTE OFFICERS ASSOCIATION
020621471,PENNSYLVANIA STATE CORRECTIONS OFFICERS ASSOCIATION,% JEANNING KNEPPER,28748 STATE HIGHWAY 77,GUYS MILLS,PA,16327-1404,5276,05,9,3000,200510,2,00,000000000,5,01,202506,0,0,02,0,06,0,0,0,J40,CAMBRIDGE SPRINGS ASSOCIATION
020621667,OHIO DISTRICT COUNCIL NURSING HOME INC,% HOWARD COLLIER,3125 EAST PIKE,ZANESVILLE,OH,43701-9681,0000,03,3,7100,200403,1,12,000000000,1,01,,6,6,13,0,12,,,,E91,
020621868,COUNTRYSIDE MINISTRIES,% SEBASTIAN A VADUVA,581 E RIDGEWOOD DR,SEVEN HILLS,OH,44131-2832,0000,03,3,1270,200306,1,16,000000000,1,01,202512,1,4,01,0,12,2208,122762,122762,Q33,
020622034,DIVERSIFIED HOUSING DEVELOPMENT INC,% SHAVAUGHN JACKSON,8025 LIBERTY RD,WINDSOR MILL,MD,21244-2966,0000,03,3,1200,200603,1,15,000000000,1,01,202412,6,5,01,0,12,1374854,853477,853477,L25,
020622764,SHIKINAH GLORY CHURCH OF GOD IN CHRIST,% TIMOTHY BALLARD JR,PO BOX 31842,BALTIMORE,MD,21207-8842,0000,03,3,7000,202206,1,10,000000000,1,01,,0,0,06,0,12,,,,X99,
020622876,COSTELLO SYNDROME FAMILY NETWORK C SFN,% SANDRA TAYLOR,PO BOX 1327,BLACK MTN,NC,28711-1327,0000,03,3,1200,200208,1,15,000000000,1,01,202512,4,4,01,0,12,194870,118752,-6798,G80,
020623341,NEW LIFE COMMUNITY BAPTIST CHURCH,% NEW LIFE COMMUNITY BAPTIST CHURCH,PO BOX 456,GAINESVILLE,VA,20156-0456,0000,03,3,7000,200411,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
020624214,ST THOMAS MORE ACADEMY INC,% WILLIAM H FRANCIS JR,4641 PARAGON PARK ROAD,RALEIGH,NC,27616-3406,0000,03,3,2000,200404,1,11,000000000,1,01,202506,7,6,01,0,06,6165274,3869659,2983659,,
020624596,SAFE HARBOR FARM INC,,PO BOX 493,MAYSVILLE,NC,28555-0493,0000,03,3,1200,200303,1,15,000000000,1,01,202512,5,2,02,0,12,527480,24949,24949,D20,
020624724,CURRIE SONS OF THE AMERICAN LEGION SQUADRON 322,,121 MILL STPO BOX 56,CURRIE,MN,56123-0000,0000,03,3,1000,202412,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,W30,
020625388,NARROW WAY BAPTIST CHURCH,% GENA HATLEY,815 CREEKWAY DR NW,LENOIR,NC,28645-4965,0000,03,3,7000,200311,1,10,000000000,5,01,,0,0,06,0,06,,,,X21,
020625930,WELL FOR THE JOURNEY INC,% KRISTAN JOICE,120 W SEMINARY AVE,LUTHERVILLE,MD,21093-5523,0000,03,3,2700,200302,1,15,000000000,1,01,202506,4,4,01,0,06,227000,400400,400400,B60,
020626006,THE ORGANIC CENTER INC,% CYNTHIA CLARK,444 N CAPITOL ST NW,WASHINGTON,DC,20001-1512,0000,03,3,1200,200209,1,15,000000000,1,01,202412,6,6,01,0,12,2332845,1046491,1046491,C41,
020626100,EHLERT FAMILY FOUNDATION,% STACY HARDING,1292 S FALCON DR,PALATINE,IL,60067-2386,0000,03,3,1000,200302,1,04,000000000,1,01,202412,7,6,00,1,12,5517653,1988743,,T22,
020626104,CALLOWAY STREET ONE INC,% RICHARD BEARMAN,208 E MAIN STREET SUITE C,SALISBURY,MD,21801-4923,0000,03,3,1000,200312,1,15,000000000,1,01,202506,5,3,01,0,06,854105,78302,78302,L20,
020626229,HOPE NETWORK SERVICES CORPORATION,% PS NOTICES,3075 ORCHARD VISTA DR SE,GRAND RAPIDS,MI,49546-7069,0000,03,3,1000,200208,1,16,000000000,1,01,202409,5,6,01,0,09,867458,1916326,1916326,P20,
020626617,ASSOCIATION OF OHIO METROPOLITAN WASTEWATER AGENCIES INC,% LISA E HOLLANDER,3900 EUCLID AVE,CLEVELAND,OH,44115-2506,0000,06,3,1000,200211,2,00,000000000,1,01,202512,4,4,01,0,12,198796,276924,276924,C20,
020626721,KUMAH INC,% YOCHEVED SEIDMAN,6520 N RICHMOND ST APT 2,CHICAGO,IL,60645-4355,0000,03,3,7000,201205,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,A23,
020626999,TEMPLE OF JESUS CHRIST CHURCH,% PASTOR BISHOP JAMES LEE WOOLARD,PO BOX 2921,WASHINGTON,NC,27889-2921,0000,03,3,7000,200303,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
020627166,NATIONWIDE CHILDRENS HOSPITAL INC,% TIMOTHY ROBINSON,700 CHILDRENS DR,COLUMBUS,OH,43205-2664,4235,03,9,1000,200310,1,12,000000000,5,01,,0,0,01,0,12,,,,P43,CENTER FOR CHILD & FAMILY ADVOCACY
020627385,SERENITY FAITH MINISTRY,% CLAUDETTE M WILSON,PO BOX 130,MULLINS,SC,29574-0130,0000,03,3,7000,000000,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
020627578,DES MOINES WINE FESTIVAL FOUNDATION,% JEROME A CARLSON,1011 LOCUST ST,DES MOINES,IA,50309-2811,0000,03,3,2000,200305,1,16,000000000,1,01,202412,4,4,01,0,12,235605,350305,350305,A23,WINEFEST DES MOINES
020627663,ALL NATIONS PRAISE AND WORSHIP CHURCH ANPAWC,% EMMANUEL ADEROTIMI,899 MILL AVE,HIGH POINT,NC,27260-1683,0000,03,3,7000,200410,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
020627855,BABA NEEM KAROLI SATSANG,% JOHN VISNAUSKAS,5903 SOUTHINGTON DR,PARMA,OH,44129-5233,0000,03,3,7000,200512,1,10,000000000,1,01,202312,0,0,06,0,12,0,0,0,X70,
020628043,CENTRO LATINO OF SHELBYVILLE INCORPORATED,% SISTER PAT REND,120 MAIN ST,SHELBYVILLE,KY,40065-1022,0000,03,3,1200,200208,1,15,000000000,1,01,202506,4,4,01,0,06,231100,196598,196598,P80,
020629183,MONTGOMERY CENTER FOR RESEARCH IN CHILD & ADOLESCENT DEVELOPMENT INC,% NATIONAL ASSOCIATION FOR SINGLE S,64 EAST UWCHLAN AVE SUITE 259,EXTON,PA,19341-1203,0000,03,3,1000,200303,1,15,000000000,1,01,202412,3,4,01,0,12,78376,165169,165169,B99,
020629270,ROLLING MEADOWS HISTORICAL SOCIETY,% JAMES E MACHOLL,3100 CENTRAL RD,ROLLING MDWS,IL,60008-2543,0000,03,3,1200,200307,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,A80,
020629652,AFRICAN WOMEN COUNCIL INC,% MARIE-ROSE SIRIKARI,9302 WILLOW CREEK DR,MONTGOMERY VILLAGE J,MD,20886-0418,0000,03,3,1000,200406,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B90,AFRICAN WOMEN MUTUAL CONNECTIONS
020629732,AWI-GREAT LAKES CHAPTER INC,% JOSEPH LEUGERS,4030 EASTERN AVE SE,GRAND RAPIDS,MI,49508-3402,0000,06,3,2000,202301,2,00,000000000,1,01,202508,0,0,02,0,08,0,0,0,S41,
020629784,ALBEMARLE COUNTY SHERIFFS OFFICE FOUNDATION,% EDGAR S ROBB,3315 BERKMAR DR STE 2C,CHARLOTTESVLE,VA,22901-1889,0000,03,3,2000,200302,1,15,000000000,1,01,202506,0,0,02,0,06,0,0,0,I20,
020630002,LITTLE LEAGUE BASEBALL INC,% AMANDA MORRIS,PO BOX 1474,EASLEY,SC,29641-1474,3158,03,9,1200,198105,1,15,059328317,1,01,202509,2,3,02,0,09,19158,28895,28895,N630,3400116 EASLEY LL
020630170,PONCA ECONOMIC DEVELOPMENT CORPORATION,% OTTO LAPOINTE,2756 O ST,LINCOLN,NE,68510-1341,0000,03,3,1200,201309,1,15,000000000,1,01,,0,0,14,0,09,,,,S30,
020630281,OPERATION CARE CAROLINA ANIMAL RESCUE EFFORT,% AMELIA SLICE,PO BOX 10703,ROCK HILL,SC,29731-0703,0000,03,3,1000,200210,1,16,000000000,1,01,202506,1,3,02,0,06,293,36583,36583,D20,
020630500,TRI-STATE PROMOTIONAL PRODUCTS ASSOCIATION,% HARRIET THURSTON,PO BOX 54120,CINCINNATI,OH,45254-0120,0000,06,3,2000,200306,2,00,000000000,1,01,202412,4,4,01,0,12,117412,114509,114509,S41,
020630614,GRAND LODGE FOOD PANTRY,% KENNETH L HAYES SR,1947 FRANKLIN AVE,TOLEDO,OH,43604-5209,0000,03,3,1000,200209,1,15,000000000,5,01,202506,0,0,02,0,06,0,0,0,T30,
020630787,UPPER MAIN LINE KIWANIS FOUNDATION,% WILLIAM F WISELY,118 DEEPDALE RD,WAYNE,PA,19087-2628,0000,03,3,1000,200309,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,S82,
020630797,ENCOURAGERS FOR CHRIST INC,% THOMAS R MCLEAN,6601 HUNTER TRAIL WAY,FREDERICK,MD,21702-2986,0000,03,3,7000,200308,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
020630839,NEWAH ORGANIZATION OF AMERICA INC,,19020 STEEPLE PL,GERMANTOWN,MD,20874-6121,0000,03,3,1000,200310,1,15,000000000,1,01,202412,3,3,01,0,12,49907,62617,62617,S20,
020630925,COLLEGIATE OFFICIATING CONSORTIUM,,401 N MICHIGAN AVE STE 2200,CHICAGO,IL,60611-4245,0000,03,3,2000,200405,1,17,000000000,1,01,202506,6,7,01,0,06,1254299,5066453,5066453,N19,
020630964,NATIONAL CONTRACT MANAGEMENT ASSOCIATION,% TIMOTHY FURIN,30 S 17TH ST FL 19,PHILADELPHIA,PA,19103-4010,1745,06,9,2000,196506,2,00,000000000,5,01,,0,0,02,0,06,,,,,21 GREATER PHILADELPHIA
020631011,KINGDOM DOMINION MINISTRIES,% BRENDA MYREE,PO BOX 41541,N CHARLESTON,SC,29423-1541,8617,03,9,7000,199112,1,10,001029000,1,01,202312,0,0,06,0,12,0,0,0,,KINGDOM DOMINION MINISTRIES
020631125,RICHWOODS YOUTH BASEBALL ASSOCIATION INC,% BRIAN RUMPF,PO BOX 9354,PEORIA,IL,61612-9354,0000,03,3,2000,201505,1,15,000000000,1,01,202512,3,4,01,0,12,49730,104676,90856,N63,
020631648,WINERIES OF THE OLD MISSION PENNINSULA ASSOC,% CHRIS BALDYGA,15900 RUE DE VIN,TRAVERSE CITY,MI,49686-9379,0000,06,3,1000,201405,2,00,000000000,1,01,202512,4,4,01,0,12,154876,119661,119661,X99,
020631704,GATEWAY INTERNATIONAL MISSIONS INC,% STANLEY A FRYE,PO BOX 667,TAYLORSVILLE,NC,28681-0667,0000,03,3,7000,200301,1,15,000000000,1,01,202512,4,5,01,0,12,306744,731514,731514,X99,
020631815,COMMUNITY BRIDGE FOUNDATION INC,% DENISE M SHELTON,400 MASSACHUSETTS AVE NW APT 1110,WASHINGTON,DC,20001-6816,0000,03,3,1200,200907,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,I40,
020632121,HORACE MANN MIDDLE SCHOOL PARENT- TEACHER ORGANIZATION,,4300 MACCORKLE AVE SE,CHARLESTON,WV,25304-2504,0000,03,3,1200,200209,1,16,000000000,5,01,202506,0,0,02,0,06,0,0,0,B112,
020632985,GEM CHURCH NETWORK,% GLEN PEACHEY,25936 ROUTE 35 N,MIFFLINTOWN,PA,17059-7934,4258,03,6,7000,200312,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
020633312,MOONFEST,% SHELLEY H GILLON,2921 STANTON AVE,SILVER SPRING,MD,20910-1218,0000,03,3,1000,200309,1,16,000000000,1,01,202406,0,0,02,0,06,0,0,0,A20,
020633345,REDUX CONTEMPORARY ART CENTER,,1056 KING ST,CHARLESTON,SC,29403-3728,0000,03,3,1200,200212,1,15,000000000,1,01,202412,4,5,01,0,12,223491,509472,509472,A40,
020633398,CAMPBELL FAMILY FOUNDATION,% SCOT CAMPBELL,250 LINDEN AVE,WILMETTE,IL,60091-2841,0000,03,3,1000,200208,1,04,000000000,1,01,202412,5,0,00,1,12,594228,0,,T22,
020633561,FOUNDERS DAY WEEKEND INC,% FOUNDERS DAY WEEKEND INC,PO BOX 390745,MINNEAPOLIS,MN,55439-0745,0000,03,3,1000,200401,1,16,000000000,1,01,202603,0,0,02,0,03,0,0,0,F60,
020633634,SAMARITAN BEHAVIORAL HEALTH INC,,110 N MAIN ST STE 500,DAYTON,OH,45402-3712,0000,03,3,1000,202004,1,16,000000000,1,01,202412,6,8,01,0,12,3335615,12788065,12788065,E99,
020634725,COSBE INC,% RENEE MORRIS,203 S WASHINGTON AVE SUITE 206,SAGINAW,MI,48607-1208,0000,03,3,1200,202408,1,16,000000000,1,01,,0,0,02,0,12,,,,S31,CHAMBER OF SUCCESSFUL BLACK ENTREPR
020634747,BEACON 360 MANAGEMENT INC,,450 N BRICE RD UNIT 348,BLACKLICK,OH,43004-1521,0000,04,3,3000,201703,2,00,000000000,1,01,202412,6,5,01,0,12,4004347,892758,892758,S21,
020634791,DEBBIE AND JANET FOUNDATION,% CHERRY BRANDS,PO BOX 403,BLACKDUCK,MN,56630-0403,0000,03,3,1000,201902,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,B82,
020634938,NBC VISIONS,,1507 HILLMAN ST,YOUNGSTOWN,OH,44507-1033,0000,03,3,1278,201709,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,O50,
020635089,FREEDOM MISSIONARY BAPTIST CHURCH,% TERRY MCKINNEY,FREEDOM MISSIONARY BAPTIST CHURCH,MICHIGAN CITY,IN,46360-0000,0000,03,3,7000,200210,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
020635456,ARDMORE ROTARY FOUNDATION,% JACK DEL PIZZO,PO BOX 5,ARDMORE,PA,19003-0005,0000,03,3,1000,200411,1,16,000000000,1,01,202506,3,3,01,0,06,35090,88632,76582,T30,
020635703,A VILLAGE GREEN MONTESSORI INC,% ANN PHILLIPS,125 W CHURCH ST,LIBERTYVILLE,IL,60048-2149,0000,03,3,2000,200310,1,11,000000000,1,01,202412,5,6,01,0,12,735729,1225138,1225138,B21,
020636431,PRIDE OF ESSEX OES 179,% JEAN ALFORD,110 FALLS CIR,TAPPAHANNOCK,VA,22560-5086,0000,03,3,1000,201706,1,15,000000000,5,01,202512,0,0,02,0,12,0,0,0,Z99,
020636483,ROTARY CLUB TRAVERSE OF BAY SUNRISE FOUNDATION INC,% JOSEPH G DEKONING,PO BOX 21,TRAVERSE CITY,MI,49685-0021,0000,03,3,1000,201111,1,15,000000000,1,01,202506,4,4,01,0,06,165817,113619,102449,T30,
020636853,SHEKINAH NEW LIFE MINISTRIES OF THE LORD JESUS CHRIST,% JESSE V STEVENS,432 POSSUM CT,CAPITOL HGTS,MD,20743-3523,0000,03,3,7000,200410,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
020637038,THE OHIO STATE UNIVERSITY,% CHRISTINA CRAIG,21426 WOODVILLE RD,BLANCHESTER,OH,45107-9648,5925,03,9,2000,201305,1,15,149349000,5,01,202512,0,0,02,0,12,0,0,0,O52,NORTHERN BROWN CO LARGE ANIMAL
020637347,CROSS CURRENT CHURCH,% JASON C ROBERTS,3419 VIRGINIA BEACH BLVD PMB 123,VIRGINIA BCH,VA,23452-4419,0000,03,3,1700,200306,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
020637378,EMMANUEL WORSHIP AND DELIVERANCE CENTER,% JAMES B SMITH,1209 11 E 25TH ST,BALTIMORE,MD,21218-0000,0000,03,3,7000,201106,1,10,000000000,1,01,,3,3,06,0,12,,,,X20,
020637749,GREATER FAITH & LOVE MINISTRY INC,% GRACE HINTON,3508 CLEARWATER DR,FAYETTEVILLE,NC,28311-2619,0000,03,3,1000,200303,1,10,000000000,1,01,,0,0,06,0,07,,,,X200,
020637882,BROOK AREA CHAMBER OF COMMERCE INC,% TERESA BEEVER,PO BOX 385,BROOK,IN,47922-0385,0000,06,3,3000,200210,2,00,000000000,1,01,202508,0,0,02,0,08,0,0,0,S41,
020637948,LAC DU FLAMBEAU EDUCATION ASSOCIATION,% WEAC,PO BOX 8003,MADISON,WI,53708-8003,0000,05,0,3000,000000,0,00,000000000,0,01,202508,0,0,02,0,08,0,0,0,,
020638113,ABRAHAMS BLESSINGS INTERNATIONAL- WAWEZA MOVEMENT INC,,3086 FIDDLERS RIDGE DR,CINCINNATI,OH,45248-2883,0000,03,3,1000,200208,1,15,000000000,1,01,202512,4,4,01,0,12,150256,369949,366775,,
020638260,ELCA OUTREACH CENTER INC,% JULIE DAWSON,6218 26TH AVE,KENOSHA,WI,53143-4316,0000,03,3,1200,200309,1,15,000000000,1,01,202412,4,5,01,0,12,428390,586911,586911,P28,
020638451,VICTORY CHAPEL,% PASTOR DONALD R WEST,1973 MILLS LN,FRANKFORT,KY,40601-8424,1446,03,9,7000,195902,1,10,268120230,5,01,,0,0,06,0,12,,,,,
020638604,COLUMBIETTES INCORPORATED,% ADREANN BELLE,207 BEECHTREE CIR,MOUNT AIRY,NC,27030-9275,3060,10,9,1000,197709,2,00,260000000,5,01,202508,0,0,02,0,08,0,0,0,,HOLY ANGELS 11406
020638632,JAMES D LEWIS WITH LIVING WORD MINISTRIES,% LIVING WORD MINISTRIES,450 SHARON SCHOOL RD,STATESVILLE,NC,28677-1384,0000,03,3,1000,200210,1,10,000000000,1,01,,0,0,06,0,01,,,,X21,
020639240,HOPE EVANGELISTIC CHURCH,% PAUL ALEXANDER,8214 CAGLE RD,FT WASHINGTON,MD,20744-5507,0000,03,3,7000,200309,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
020639254,SCOTCH ELEMENTARY SCHOOL PARENT- TEACHER ORGANIAZTION,% CINDY BALDRICA,5959 COMMERCE ROAD,WEST BLOOMFIELD,MI,48324-3293,0000,03,3,2100,200310,1,15,000000000,1,01,202507,3,3,01,0,07,38410,85432,73652,B94,
020639320,SAINT MARYS NURSERY SCHOOL,% ANDREA MOSKO,3916 LOCUST WALK,PHILADELPHIA,PA,19104-6152,0000,03,3,2000,200403,1,11,000000000,1,01,202506,6,6,01,0,06,1997296,1193305,1193305,B20,
020639424,GREATER HEIGHTS MINISTRIES,% SHARON EATMON,PO BOX 3713,HIGHLAND PARK,MI,48203-0713,0000,03,3,7100,200308,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
020639746,CAPPIES OF THE NATIONAL CAPITAL AREA,,8280 WILLOW OAKS CORPORATE DR,FAIRFAX,VA,22031-4518,0000,03,3,1200,200402,1,15,000000000,5,01,202508,4,4,01,0,08,290368,171327,170130,A30,
020640058,CHRIST AMBASSADORS MINISTRIES INC,% PASTOR OLUKUNMI AJALA,105 W BROWN ST,NORRISTOWN,PA,19401-3005,0000,03,3,1270,200403,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
020640084,CONFLUENCE VOLUNTEER FIRE COMPANY,% BILL CONN,PO BOX 11,CONFLUENCE,PA,15424-0011,0000,03,3,2000,200905,1,15,000000000,1,01,202412,6,5,01,0,12,1330874,553221,268817,M24,
020640268,TEMPLE OF DELIVERANCE LIFE CHANGING MINISTRIES,% ERIQ HARIS,1053 N KOSTNER AVE,CHICAGO,IL,60651-3454,0000,03,3,7000,200312,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
020640714,HARVARD PARK HOME OWNERSHIP NFP,% POLLY POSKIN,2361 S 7TH ST,SPRINGFIELD,IL,62703-3428,0000,03,3,1000,200301,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,L99,
020640813,TEMPLE OF BLESSING CHURCH OF GOD IN CHRIST,% DONTE CRANE,1303 LOOMIS ST,ROCKFORD,IL,61102-2758,0000,03,3,1000,200401,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
020640901,ASSEMBLY OF FAITH OUTREACH CENTER,% SHARON GROSS,11716 S BISHOP ST,CHICAGO,IL,60643-5025,0000,03,3,7000,200408,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
020640908,COPPER COUNTRY GUATEMALA ACCOMPANIMENT PROJECT,% SUE ELLEN KINGSLEY,53044 HWY M-203,HANCOCK,MI,49930-0000,0000,03,3,1000,201906,1,16,000000000,5,01,202512,0,0,02,0,12,0,0,0,Q70,
020641115,WILLARD E BORCHERS FAMILY CHARITABLE FOUNDATION,% SUSAN K ALEXANDER,PO BOX 1151,HASTINGS,NE,68902-1151,0000,03,3,1000,200302,1,04,000000000,1,01,202412,5,3,00,1,12,836120,31981,,B82,
020641215,TRI-STATE DOWN SYNDROME NETWORK,% LAURI POPPEMA,909 15TH ST SE,ORANGE CITY,IA,51041-1879,0000,03,3,1000,201410,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,G25,NORTHWEST IOWA BUDDY WALK
020641557,CAPAC YOUTH BASEBALL LEAGUE,% BRENT BOERS,PO BOX 557,CAPAC,MI,48014-0557,0000,03,3,1000,200606,1,16,000000000,5,01,202412,2,3,01,0,12,20206,64426,48061,N63,
020641610,CALLIOPE FEMINIST CHOIR,% BOBBI CONLIFFE,PO BOX 475,ATHENS,OH,45701-0475,0000,03,3,2000,200802,1,16,000000000,1,01,202408,4,3,01,0,08,419242,57857,87541,A6B,
020641705,MAHDERE-SEBEHAT LEDETA LEMARIAM ETHIOPIAN ORTHODOX TEWAHEDO CHURCH,,4212 PINE LN,ALEXANDRIA,VA,22312-1055,0000,03,3,7000,200402,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
020641715,KINGDOM CHURCH AND MINISTRIES INC,% PAULA I TAYLOR,2620 CAMBRIDGE BELTWAY,CAMBRIDGE,MD,21613-2969,0000,03,3,7000,200309,1,10,000000000,1,01,,0,0,06,0,08,,,,X21,
